program,method,offset,target,label
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/MOVEM.movem_word_r2m:(I)I,34,m68k/cpu/CpuCore$PCWithIndexOperand.getComputedAddress:()I,
url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8,com/rmd/personal/projecteuler/P042.populateWords:()V,10738,com/rmd/personal/projecteuler/P042.getWords:()Ljava/util/List;,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/lp/solver/BasicCohoSolver.opt:(Lcoho/common/matrix/Matrix;Lcoho/lp/LPBasis;)Lcoho/lp/solver/CohoSolverResult;,15,coho/lp/solver/BasicCohoSolver.init:(Lcoho/common/matrix/Matrix;)V,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/MOVE_FROM_SR.move_from_sr:(I)I,46,m68k/cpu/CpuCore$AddressRegisterWithDisplacementOperand.isRegisterMode:()Z,
urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8,com/usps/evs/vo/ManifestDetailRawLineV20Vo.parseLine:(Ljava/lang/String;)I,2957,com/usps/evs/vo/ManifestDetailRawLineV15Vo.getNonIncidentalEnclosureProcessCat:()Ljava/lang/String;,
url3472127e1f_SergeyKrivohatskiy_tiny_database_tgz-pJ8-ru_spbau_tinydb_bufferManager_IndexTestJ8,ru/spbau/tinydb/btree/IndexNode.<init>:(ILru/spbau/tinydb/bufferManager/BufferManager;)V,3,ru/spbau/tinydb/btree/Node.<init>:(ILru/spbau/tinydb/bufferManager/BufferManager;)V,
url6a9f553762_Bresiu_socket_io_tgz-pJ8-MainJ8,com/github/nkzawa/socketio/parser/Parser$Encoder.encodeAsBinary:(Lcom/github/nkzawa/socketio/parser/Packet;Lcom/github/nkzawa/socketio/parser/Parser$Encoder$Callback;)V,49,com/github/nkzawa/socketio/client/Manager$7.call:([Ljava/lang/Object;)V,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/ASL.asl_word_mem:(I)I,24,m68k/cpu/CpuCore$StatusRegisterOperand.getWord:()I,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/BSET.bset_dyn_long:(I)I,48,m68k/cpu/CpuCore$PCWithIndexOperand.getLong:()I,
url270fc4f5ee_ykcilborw_Joust_tgz-pJ8-fri_patterns_interpreter_parsergenerator_examples_HowToOverrideLexerImplJ8,fri/patterns/interpreter/parsergenerator/syntax/builder/SyntaxBuilderParserTables.loadParseActionTable:()V,22,fri/patterns/interpreter/parsergenerator/syntax/builder/SyntaxBuilderParserTables.loadParseAction_2:()V,
url1a41b8e9f2_mr1azl_INF345_tgz-pJ8-TestParserJ8,xx/XPathParser.NodeTest:(Ljava/util/ArrayList;)V,355,xx/XPathParser.jj_consume_token:(I)Lxx/Token;,
url5c7c5a5b36_taczge_rdf_store_tgz-pJ8-experiment_SATSolverExperimentJ8,query/primitive/PrimitiveQueryFactory.create:(Lcore/Resource;Lquery/Variable;Lquery/Variable;)Lquery/PrimitiveQuery;,15,query/primitive/SXX.<init>:(Lcore/Resource;Lquery/Variable;Lquery/Variable;)V,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/geom/twodim/ops/OutwardReduce.evalEdgeCost:(Lcoho/geom/twodim/ops/OutwardReduce$ReduceVertex;)Lcoho/geom/twodim/ops/OutwardReduce$ReduceEdge;,62,coho/geom/twodim/ops/OutwardReduce$ReduceVertex.access$000:(Lcoho/geom/twodim/ops/OutwardReduce$ReduceVertex;)Lcoho/geom/twodim/ops/OutwardReduce$ReduceVertex;,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/common/number/IntervalType.promoteOp:(Lcoho/common/number/IntervalNumber;Lcoho/common/number/IntervalNumber;Lcoho/common/number/CohoNumber$ArithOp;)Lcoho/common/number/IntervalNumber;,432,coho/common/number/DoubleInterval.min:(Lcoho/common/number/DoubleInterval;)Lcoho/common/number/DoubleInterval;,
urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8,com/usps/evs/vo/ManifestDetailRawLineV20Vo.parseLine:(Ljava/lang/String;)I,3229,com/usps/evs/vo/ManifestDetailRawLineV20Vo.setOverlabelIndicator:(Ljava/lang/String;)V,
urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8,com/usps/evs/vo/ManifestDetailRawLineV20Vo.parseLine:(Ljava/lang/String;)I,3303,com/usps/evs/vo/ManifestDetailRawLineV20Vo.getAltPic:()Ljava/lang/String;,
url7895f5cfa7_edm92_defaultlogic_tgz-pJ8-be_fnord_DefaultLogic_AppJ8,be/fnord/DefaultLogic/DefaultLogicExample.example10:()V,18,be/fnord/util/logic/defaultLogic/DefaultRule.<init>:()V,
url55e48746be_isostorm_RPGame_tgz-pJ8-rpg_MainJ8,rpg/Main.main:([Ljava/lang/String;)V,422,rpg/creature/Creature.getName:()Ljava/lang/String;,
url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8,es/dagaren/gladiator/representation/Movement.getMovementEnroqueLargo:(Les/dagaren/gladiator/representation/Colour;)Les/dagaren/gladiator/representation/Movement;,4,es/dagaren/gladiator/representation/Movement.<init>:()V,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/ANDI.andi_byte:(I)I,53,m68k/cpu/CpuCore$AddressRegisterIndirectOperand.setByte:(I)V,
url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8,com/rmd/personal/projecteuler/P042.populateWords:()V,12077,com/rmd/personal/projecteuler/P042.getWords:()Ljava/util/List;,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/SUBI.subi_byte:(I)I,53,m68k/cpu/CpuCore$DataRegisterOperand.setByte:(I)V,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/ROXR.roxr_long_imm:(I)I,153,m68k/cpu/CpuCore.setCCRegister:(I)V,
url89cafed56a_AlexDiru_esper_compiler_final_tgz-pJ8-compiler_ProgramJ8,compiler/EsperLexer.mTokens:()V,330,compiler/EsperLexer.mENDIF:()V,
url400631cdd0_ludaiqian_appliedxml_tgz-pJ8-test_simples_TestJ8,com/google/gsoncode/internal/$Gson$Types$WildcardTypeImpl.hashCode:()I,13,com/google/gsoncode/internal/$Gson$Types$WildcardTypeImpl.hashCode:()I,
url1a41b8e9f2_mr1azl_INF345_tgz-pJ8-TestParserJ8,xx/XPathParser.CoreFunctionName:()I,280,xx/XPathParser.jj_consume_token:(I)Lxx/Token;,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/SUB$2.disassemble:(II)Lm68k/cpu/DisassembledInstruction;,9,m68k/cpu/instructions/SUB.disassembleOp:(IILm68k/cpu/Size;)Lm68k/cpu/DisassembledInstruction;,
urld58fd5e7a9_longrm_weibo_robot_tgz-pJ8-weibo4j_org_json_TestJ8,weibo4j/org/json/JSONObject.put:(Ljava/lang/String;Ljava/util/Map;)Lweibo4j/org/json/JSONObject;,7,weibo4j/org/json/JSONObject.<init>:(Ljava/util/Map;)V,
