program,method,offset,target,label
urla05239b71c_viniciusinnovatium_mumps2java_api_tgz-pJ8-com_disclinc_netmanager_script_test_ExecTesteNewJ8,mLibrary/mCmd.Do:(Ljava/lang/String;)V,68,mLibrary/mCmd.defineMethodName:(Ljava/lang/String;)Ljava/lang/String;,
urldee901fae6_DocX_personal_timetabling_tgz-pJ8-net_personaltt_main_BenchmarkJ8,net/personaltt/main/Benchmark.benchPriority:(II)Lnet/personaltt/model/ProblemDefinition;,114,net/personaltt/model/ProblemDefinition.addOccurrence:(Lnet/personaltt/model/Occurrence;Lnet/personaltt/utils/BaseInterval;)V,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/OR.or_word_dn_dest:(I)I,24,m68k/cpu/CpuCore$AbsoluteShortOperand.getWordSigned:()I,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/ADDQ.addq_byte:(I)I,39,m68k/cpu/CpuCore$AddressRegisterOperand.getByteSigned:()I,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/ASR.asr_word_mem:(I)I,79,m68k/cpu/CpuCore$PCWithDisplacementOperand.getTiming:()I,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/EORI.eori_byte:(I)I,105,m68k/cpu/CpuCore$DataRegisterOperand.getTiming:()I,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/MOVE_FROM_SR.move_from_sr:(I)I,46,m68k/cpu/CpuCore$AddressRegisterPreDecOperand.isRegisterMode:()Z,
url1a41b8e9f2_mr1azl_INF345_tgz-pJ8-TestParserJ8,xx/XPathParser.jj_3R_66:()Z,3,xx/XPathParser.jj_scan_token:(I)Z,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/OR.or_long_dn_dest:(I)I,74,m68k/cpu/CpuCore$AddressRegisterPostIncOperand.getTiming:()I,
urlfcb11f5f67_Orchaldir_FantasyWorldSimulation_tgz-pJ8-fws_worldeditor_WorldEditorJ8,fws/worldeditor/WorldEditor.processKeyboard:()V,75,fws/world/WorldGenerationMap.getElevationAlgo:()Lfws/world/generation/GenerationAlgorithm;,
url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8,com/rmd/personal/projecteuler/P042.populateWords:()V,16419,com/rmd/personal/projecteuler/P042.getWords:()Ljava/util/List;,
urle514e161fe_pericodiaz89_NextGen_tgz-pJ8-lib_json_TestJ8,lib/json/JSONObject.valueToString:(Ljava/lang/Object;)Ljava/lang/String;,143,lib/json/JSONObject.toString:()Ljava/lang/String;,
url3c955055f0_dirkzhang_antlr_expressionEngine_tgz-pJ8-expression_DirkExpTestJ8,expression/bean/arithmetic/Module.accept:(Lexpression/bean/IExpressionVisitor;)V,2,expression/visitor/SQLExpressionVisitor.visit:(Lexpression/bean/arithmetic/Module;)V,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/SUBQ.subq_word:(I)I,92,m68k/cpu/CpuCore$StatusRegisterOperand.isRegisterMode:()Z,
urld58fd5e7a9_longrm_weibo_robot_tgz-pJ8-weibo4j_org_json_TestJ8,weibo4j/org/json/JSONML.parse:(Lweibo4j/org/json/XMLTokener;ZLweibo4j/org/json/JSONArray;)Ljava/lang/Object;,279,weibo4j/org/json/XMLTokener.skipPast:(Ljava/lang/String;)Z,
url7315374482_toby1984_3dtest_tgz-pJ8-de_codesourcery_engine_Test3DJ8,de/codesourcery/engine/Test3D$2.setTrackingEnabled:(Z)V,7,de/codesourcery/engine/Test3D$2.showOrHideMouseCursor:(Z)V,
url1a41b8e9f2_mr1azl_INF345_tgz-pJ8-TestParserJ8,xx/XPathParser.jj_3R_86:()Z,12,xx/XPathParser.jj_3R_85:()Z,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/DBcc.dbxx:(I)I,19,m68k/cpu/CpuCore.fetchPCWordSigned:()I,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/SUBI.subi_word:(I)I,50,m68k/cpu/CpuCore$AddressRegisterPostIncOperand.setWord:(I)V,
url1a41b8e9f2_mr1azl_INF345_tgz-pJ8-TestParserJ8,xx/XPathParserTokenManager.jjMoveStringLiteralDfa0_0:()I,433,xx/XPathParserTokenManager.jjStopAtPos:(II)I,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/common/number/CohoLong.zero:()Lcoho/common/number/CohoNumber;,1,coho/common/number/CohoLong.zero:()Lcoho/common/number/CohoLong;,
url47e6aca666_pocorall_automaton_tgz-pJ8-net_pocorall_automaton_DatatypesJ8,net/pocorall/automaton/RegExp.parseRepeatExp:()Lnet/pocorall/automaton/RegExp;,90,net/pocorall/automaton/RegExp.next:()C,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/ANDI.andi_word:(I)I,139,m68k/cpu/CpuCore$AddressRegisterOperand.getTiming:()I,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/common/number/IntegerInterval.<init>:(Lcoho/common/number/CohoNumber;)V,16,coho/common/number/LongInterval.lo:()Lcoho/common/number/ScaleNumber;,
url2f44efcfa6_wangyudong_sohutw_java_sdk_2_0_tgz-pJ8-com_sohu_t_api_sdk_json_TestJ8,com/sohu/t/api/sdk/json/Test.main:([Ljava/lang/String;)V,3303,com/sohu/t/api/sdk/json/JSONObject.put:(Ljava/lang/String;Ljava/util/Collection;)Lcom/sohu/t/api/sdk/json/JSONObject;,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/lp/solver/APRIntervalDoubleHybridCohoSolver.pivot:(Lcoho/lp/LPBasis;)Lcoho/lp/LPBasis;,112,coho/common/matrix/BasicMatrix.V:(I)Lcoho/common/number/CohoNumber;,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/common/number/BasicInterval.doubleValue:(Lcoho/common/number/Round$ROUNDMODE;)D,101,coho/common/number/CohoLong.doubleValue:()D,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/CMP.cmp_word:(I)I,24,m68k/cpu/CpuCore$PCWithDisplacementOperand.getWord:()I,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/Monitor.handleCommand:(Ljava/lang/String;)V,323,m68k/Monitor.handleLoad:([Ljava/lang/String;)V,
url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8,com/rmd/personal/projecteuler/P042.populateWords:()V,8177,com/rmd/personal/projecteuler/P042.getWords:()Ljava/util/List;,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/ADDA.adda_long:(I)I,66,m68k/cpu/CpuCore$AddressRegisterWithDisplacementOperand.getTiming:()I,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/ROXL.roxl_word_mem:(I)I,24,m68k/cpu/CpuCore$AddressRegisterIndirectOperand.getWord:()I,
url3426a97ee4_rtreffer_minidns_tgz-pJ8-de_measite_minidns_minidnsrepl_MiniDnsReplJ8,de/measite/minidns/record/NSEC3.parse:(Ljava/io/DataInputStream;I)Lde/measite/minidns/record/NSEC3;,135,de/measite/minidns/record/NSEC3.<init>:(BBI[B[B[Lde/measite/minidns/Record$TYPE;)V,
url2f44efcfa6_wangyudong_sohutw_java_sdk_2_0_tgz-pJ8-com_sohu_t_api_sdk_json_TestJ8,com/sohu/t/api/sdk/json/JSONArray.<init>:(Lcom/sohu/t/api/sdk/json/JSONTokener;)V,36,com/sohu/t/api/sdk/json/JSONTokener.syntaxError:(Ljava/lang/String;)Lcom/sohu/t/api/sdk/json/JSONException;,
urld58fd5e7a9_longrm_weibo_robot_tgz-pJ8-weibo4j_org_json_TestJ8,weibo4j/org/json/JSONTokener.nextString:(C)Ljava/lang/String;,59,weibo4j/org/json/JSONTokener.syntaxError:(Ljava/lang/String;)Lweibo4j/org/json/JSONException;,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/lp/project/LPProject.findPoints:(Lcoho/common/matrix/Matrix;Lcoho/common/matrix/Matrix;Lcoho/common/matrix/Matrix;Lcoho/common/matrix/Matrix;)Lcoho/common/matrix/Matrix;,128,coho/common/matrix/DoubleIntervalMatrix.transpose:()Lcoho/common/matrix/Matrix;,
url270fc4f5ee_ykcilborw_Joust_tgz-pJ8-fri_patterns_interpreter_parsergenerator_examples_HowToOverrideLexerImplJ8,fri/patterns/interpreter/parsergenerator/lexer/StandardLexerRules.getUnicodeExtenderCharRules:()[[Ljava/lang/String;,7,fri/patterns/interpreter/parsergenerator/lexer/StandardLexerRules.getSomeRules:(II[[Ljava/lang/String;)[[Ljava/lang/String;,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/ADD.add_long_ea_dest:(I)I,57,m68k/cpu/CpuCore$AddressRegisterPostIncOperand.setLong:(I)V,
urlaa051fbd3d_WheezePuppet_collegeDiversity_tgz-pJ8-edu_umw_cpsc_collegediversity_SimJ8,edu/umw/cpsc/collegediversity/FreshmanHousingSelection.assignByRace:(Lsim/util/Bag;)V,199,edu/umw/cpsc/collegediversity/Student.getGender:()Ledu/umw/cpsc/collegediversity/Student$Gender;,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/common/number/BasicInterval.isScale:()Z,1,coho/common/number/IntegerInterval.lo:()Lcoho/common/number/ScaleNumber;,
