program,method,offset,target,label
url47e6aca666_pocorall_automaton_tgz-pJ8-net_pocorall_automaton_DatatypesJ8,net/pocorall/automaton/Datatypes.buildAll:()V,2957,net/pocorall/automaton/Datatypes.put:(Ljava/util/Map;Ljava/lang/String;Lnet/pocorall/automaton/DefaultAutomaton;)V,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/CpuCore.resolveSrcEA:(IILm68k/cpu/Size;)Lm68k/cpu/Operand;,37,m68k/cpu/CpuCore$PCWithIndexOperand.init:(ILm68k/cpu/Size;)V,
url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8,com/rmd/personal/projecteuler/P042.populateWords:()V,11674,com/rmd/personal/projecteuler/P042.getWords:()Ljava/util/List;,
urld44fdf4fee_nadilsons_reflection_dsl_tgz-pJ8-br_com_bit_ideias_reflection_SimplePerformanceTestJ8,br/com/bit/ideias/reflection/rql/query/QueryImpl.finalQuery:()Ljava/lang/String;,88,br/com/bit/ideias/reflection/core/Introspector.getTargetClass:()Ljava/lang/Class;,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/SUBI.subi_long:(I)I,76,m68k/cpu/CpuCore$AddressRegisterOperand.isRegisterMode:()Z,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/CpuCore$AddressRegisterIndirectOperand.getLong:()I,8,m68k/cpu/CpuCore.readMemoryLong:(I)I,
url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8,com/rmd/personal/projecteuler/P042.<init>:()V,10,com/rmd/personal/projecteuler/P042.setStartIndex:(I)V,
urle514e161fe_pericodiaz89_NextGen_tgz-pJ8-lib_json_TestJ8,lib/json/JSONObject.getLong:(Ljava/lang/String;)J,49,lib/json/JSONObject.quote:(Ljava/lang/String;)Ljava/lang/String;,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/ASL.disassembleOp:(IILm68k/cpu/Size;)Lm68k/cpu/DisassembledInstruction;,257,m68k/cpu/DisassembledInstruction.<init>:(IILjava/lang/String;Lm68k/cpu/DisassembledOperand;Lm68k/cpu/DisassembledOperand;)V,
url3c955055f0_dirkzhang_antlr_expressionEngine_tgz-pJ8-expression_DirkExpTestJ8,expression/ExpressionHelper.createTree:(Lorg/antlr/runtime/tree/CommonTree;)Lexpression/bean/IExpression;,233,expression/ExpressionHelper.createTree:(Lorg/antlr/runtime/tree/CommonTree;)Lexpression/bean/IExpression;,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/ROXR.roxr_word_reg:(I)I,130,m68k/cpu/CpuCore.setDataRegisterWord:(II)V,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/common/number/ScaleType.promote:(Lcoho/common/number/ScaleNumber;Lcoho/common/number/ScaleNumber;)[Lcoho/common/number/ScaleNumber;,1,coho/common/number/CohoLong.type:()Lcoho/common/number/ScaleType;,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/OR.or_long_ea_dest:(I)I,57,m68k/cpu/CpuCore$DataRegisterOperand.setLong:(I)V,
url7895f5cfa7_edm92_defaultlogic_tgz-pJ8-be_fnord_DefaultLogic_AppJ8,be/fnord/DefaultLogic/DefaultLogicExample.example3:()V,341,a/e.decIndent:()V,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/Monitor.dumpInfo:()V,486,m68k/cpu/instructions/ADD$6.disassemble:(II)Lm68k/cpu/DisassembledInstruction;,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/BSET.bset_static_byte:(I)I,41,m68k/cpu/CpuCore$DataRegisterOperand.getByte:()I,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/common/number/LongInterval.sub:(Lcoho/common/number/LongInterval;)Lcoho/common/number/LongInterval;,2,coho/common/number/LongInterval.negate:()Lcoho/common/number/LongInterval;,
url78d0cbe382_TeeAaTeeUu_SitsiPlaseeraus_tgz-pJ8-sitsiplaseeraus_MainJ8,jarjestelija/Optimoija.alustaJuttuja:()V,32,sitsiplaseeraus/random/RandomGenerator.tulostaSitsaajat:(Lsitsiplaseeraus/Sitsit;)V,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/lp/solver/BasicCohoMatrix.convert:(Lcoho/common/matrix/Matrix;Z)Lcoho/lp/solver/BasicCohoMatrix;,19,coho/common/matrix/BasicMatrix.elementType:()Lcoho/common/number/CohoType;,
url3472127e1f_SergeyKrivohatskiy_tiny_database_tgz-pJ8-ru_spbau_tinydb_bufferManager_IndexTestJ8,ru/spbau/tinydb/cursors/NLJoinCursor.getValue:()Ljava/util/Map;,33,ru/spbau/tinydb/cursors/IndexJoinCursor.next:()Ljava/lang/Object;,
url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8,com/rmd/personal/projecteuler/P042.populateWords:()V,18096,com/rmd/personal/projecteuler/P042.getWords:()Ljava/util/List;,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/ROXL$6.execute:(I)I,5,m68k/cpu/instructions/ROXL.roxl_long_reg:(I)I,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/EORI.eori_byte:(I)I,105,m68k/cpu/CpuCore$AddressRegisterIndirectOperand.getTiming:()I,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/common/number/ScaleType.promoteOp:(Lcoho/common/number/ScaleNumber;Ljava/lang/Number;Lcoho/common/number/CohoNumber$ArithOp;)Lcoho/common/number/ScaleNumber;,136,coho/common/number/CohoBoolean.min:(Lcoho/common/number/CohoBoolean;)Lcoho/common/number/CohoBoolean;,
url7f43a4752f_shalynnho_pokemonfactory_tgz-pJ8-Networking_ServerJ8,Networking/Server.sendData:(LNetworking/Request;)V,109,Networking/Server.sendDataToCamera:(LNetworking/Request;)V,
url2f44efcfa6_wangyudong_sohutw_java_sdk_2_0_tgz-pJ8-com_sohu_t_api_sdk_json_TestJ8,com/sohu/t/api/sdk/json/Test.main:([Ljava/lang/String;)V,3583,com/sohu/t/api/sdk/json/JSONObject.getDouble:(Ljava/lang/String;)D,
url47e6aca666_pocorall_automaton_tgz-pJ8-net_pocorall_automaton_DatatypesJ8,net/pocorall/automaton/BasicOperations.addEpsilons:(Lnet/pocorall/automaton/LinkedAutomaton;Ljava/util/Collection;)V,488,net/pocorall/automaton/LinkedAutomaton.clearHashCode:()V,
url7a45f192ca_mfullen_ping_pong_net_tgz-pJ8-ping_pong_net_client_io_TestClientNonPPNServerJ8,ping/pong/net/client/io/ClientIoNonPPNConnection.processMessage:(Ljava/lang/Object;)V,21,ping/pong/net/connection/io/AbstractIoConnection.getConnectionId:()I,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/geom/twodim/ops/OutwardReduce.areaDist:(Lcoho/geom/twodim/Point;Lcoho/geom/twodim/Point;Lcoho/geom/twodim/Point;)[D,124,coho/common/number/APRInterval.zero:()Lcoho/common/number/CohoNumber;,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/lp/solver/DoubleIntervalCohoSolver.pivot:(Lcoho/lp/LPBasis;IZ)[Lcoho/lp/LPBasis;,83,coho/common/matrix/DoubleIntervalMatrix.transpose:()Lcoho/common/matrix/Matrix;,
url1a41b8e9f2_mr1azl_INF345_tgz-pJ8-TestParserJ8,xx/XPathParser.AndExpr:()Ljava/lang/Object;,64,xx/XPathParser.jj_consume_token:(I)Lxx/Token;,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/common/number/CohoAPR.<init>:(Lcoho/common/number/CohoNumber;)V,16,coho/common/number/CohoAPR.numerator:()Ljava/math/BigInteger;,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/SUBX.subx_byte_mem:(I)I,120,m68k/cpu/CpuCore.writeMemoryByte:(II)V,
url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8,com/rmd/personal/projecteuler/P042.populateWords:()V,696,com/rmd/personal/projecteuler/P042.getWords:()Ljava/util/List;,
url78d0cbe382_TeeAaTeeUu_SitsiPlaseeraus_tgz-pJ8-sitsiplaseeraus_MainJ8,Lataaja/TiedostonKasittelija.alustaLuokat:()V,60,omatTietorakenteet/ArrayList.<init>:()V,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/ORI.ori_word:(I)I,97,m68k/cpu/CpuCore$AddressRegisterPostIncOperand.setWord:(I)V,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/BCHG.bchg_dyn_long:(I)I,67,m68k/cpu/CpuCore.clrFlags:(I)V,
url70997c83aa_Xilaew_risiko_tgz-pJ8-risiko_XMI2XMLtransformerJ8,<boot>,0,risiko/board/impl/CountryImpl.<clinit>:()V,
urld558a3d988_gao715108023_resourceMonitor_tgz-pJ8-com_sinopec_agent_AgentJ8,com/sinopec/agent/infocollect/DynamicMemInfo.getMemInfoFromProc:()V,344,com/sinopec/utils/LogUtils.getTrace:(Ljava/lang/Throwable;)Ljava/lang/String;,
