program,method,offset,target,label
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/MOVE.move_word:(I)I,17,m68k/cpu/CpuCore.resolveSrcEA:(IILm68k/cpu/Size;)Lm68k/cpu/Operand;,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/ROL.rol_word_mem:(I)I,51,m68k/cpu/CpuCore$AddressRegisterPostIncOperand.setWord:(I)V,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/NOT.not_word:(I)I,24,m68k/cpu/CpuCore$AddressRegisterPreDecOperand.getWord:()I,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/Monitor.dumpInfo:()V,486,m68k/cpu/instructions/ILLEGAL$1.disassemble:(II)Lm68k/cpu/DisassembledInstruction;,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/CLR.clr_word:(I)I,41,m68k/cpu/CpuCore.getCCRegister:()I,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/Monitor.handleDisassemble:([Ljava/lang/String;)V,195,m68k/cpu/instructions/ORI_TO_SR$1.disassemble:(II)Lm68k/cpu/DisassembledInstruction;,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/BSET.bset_dyn_long:(I)I,94,m68k/cpu/CpuCore$AddressRegisterWithDisplacementOperand.setLong:(I)V,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/SUB.sub_byte_ea_dest:(I)I,57,m68k/cpu/CpuCore$AddressRegisterWithIndexOperand.setByte:(I)V,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/EORI.eori_byte:(I)I,89,m68k/cpu/CpuCore$PCWithIndexOperand.isRegisterMode:()Z,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/Monitor.dumpInfo:()V,486,m68k/cpu/instructions/ROXL$3.disassemble:(II)Lm68k/cpu/DisassembledInstruction;,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/AND.and_byte_ea_dest:(I)I,57,m68k/cpu/CpuCore$AddressRegisterWithIndexOperand.setByte:(I)V,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/BCLR.bclr_static_byte:(I)I,41,m68k/cpu/CpuCore$AbsoluteLongOperand.getByte:()I,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/ANDI.andi_word:(I)I,60,m68k/cpu/CpuCore.isSupervisorMode:()Z,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/CMP.cmp_byte:(I)I,69,m68k/cpu/CpuCore.calcFlags:(Lm68k/cpu/InstructionType;IIILm68k/cpu/Size;)V,
url542ae48576_tonyheadford_m68k_tgz-pJ8-m68k_MonitorJ8,m68k/cpu/instructions/SUBX.disassembleOp:(IILm68k/cpu/Size;)Lm68k/cpu/DisassembledInstruction;,106,m68k/cpu/DisassembledOperand.<init>:(Ljava/lang/String;)V,
url71665d7d68_branscha_lib_scripty_tgz-pJ8-com_sdicons_scripty_ScriptyAutoReplJ8,com/sdicons/scripty/repl/ReplEngine.startInteractive:(Ljava/io/InputStream;Ljava/io/OutputStream;Ljava/io/OutputStream;)V,114,com/sdicons/scripty/repl/ReplEngine.writeErrorLine:(Ljava/lang/String;)V,
url73605095e9_mp1401_misterx_tgz-pJ8-mp1401_examples_misterx_demo_shell_ShellDemoJ8,mp1401/examples/misterx/model/game/GameImpl.fillMap:(Lmp1401/examples/misterx/model/mapparser/MapDataParser;)V,5,mp1401/examples/misterx/model/game/states/AbstractGameState.fillMap:(Lmp1401/examples/misterx/model/mapparser/MapDataParser;)V,
url78d0cbe382_TeeAaTeeUu_SitsiPlaseeraus_tgz-pJ8-sitsiplaseeraus_MainJ8,Lataaja/TiedostonKasittelija.avecit:(Ljava/io/BufferedReader;Ljava/lang/String;)V,103,sitsiplaseeraus/Sitsaaja.getAvec:()Lsitsiplaseeraus/Sitsaaja;,
url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8,com/rmd/personal/projecteuler/P042.populateWords:()V,19435,com/rmd/personal/projecteuler/P042.getWords:()Ljava/util/List;,
url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8,com/rmd/personal/projecteuler/P042.populateWords:()V,2436,com/rmd/personal/projecteuler/P042.getWords:()Ljava/util/List;,
url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8,com/rmd/personal/projecteuler/P042.populateWords:()V,21593,com/rmd/personal/projecteuler/P042.getWords:()Ljava/util/List;,
url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8,com/rmd/personal/projecteuler/P042.populateWords:()V,21489,com/rmd/personal/projecteuler/P042.getWords:()Ljava/util/List;,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/lp/solver/DoubleIntervalCohoSolver.findSubOpt:(Lcoho/lp/LPBasis;)Lcoho/lp/solver/CohoSolverResult;,194,coho/lp/LPBasicResult$1.hasNext:()Z,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/lp/solver/DoubleCohoMatrix.negate:()Lcoho/common/matrix/Matrix;,1,coho/lp/solver/DoubleCohoMatrix.negate:()Lcoho/lp/solver/DoubleCohoMatrix;,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/lp/LP.<init>:(Lcoho/lp/Constraint;Lcoho/lp/Constraint;Lcoho/common/matrix/BooleanMatrix;Lcoho/common/matrix/Matrix;Lcoho/common/matrix/Matrix;Lcoho/common/matrix/Matrix;)V,80,coho/lp/LPError.<init>:(Ljava/lang/String;)V,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/lp/solver/DoubleIntervalCohoSolver.betterCost:(Lcoho/common/number/DoubleInterval;Lcoho/common/number/DoubleInterval;)Z,29,coho/common/number/CohoDouble.doubleValue:()D,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/lp/solver/BasicCohoMatrix.assign:(Lcoho/common/number/CohoNumber;II)Lcoho/lp/solver/BasicCohoMatrix;,298,coho/common/number/CohoLong.toString:()Ljava/lang/String;,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/lp/solver/BasicCohoSolver.initialBasis:(Lcoho/common/matrix/Matrix;)Lcoho/lp/LPBasis;,487,coho/common/matrix/APRMatrix.col:(I)Lcoho/common/matrix/Matrix;,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/common/number/APRInterval.<init>:(Lcoho/common/number/CohoNumber;)V,16,coho/common/number/IntegerInterval.lo:()Lcoho/common/number/ScaleNumber;,
urlcaef331f4e_dreamable_cra_tgz-pJ8-coho_lp_project_LPProjectJ8,coho/lp/solver/BasicCohoSolver.cohoResult:(Lcoho/lp/LPBasis;Z)Lcoho/lp/solver/CohoSolverResult;,93,coho/lp/LPError.<init>:(Ljava/lang/String;Ljava/lang/Throwable;)V,
urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8,com/usps/evs/vo/ManifestDetailRawLineV20Vo.parseLine:(Ljava/lang/String;)I,3196,com/usps/evs/vo/ManifestDetailRawLineV20Vo.setRemovalIndicator:(Ljava/lang/String;)V,
urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8,com/usps/evs/vo/ManifestDetailRawLineV20Vo.parseLine:(Ljava/lang/String;)I,2766,com/usps/evs/vo/ManifestDetailRawLineV15Vo.getManifestedSurchargeType:()Ljava/lang/String;,
urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8,com/usps/evs/vo/PicCodeParserManifestV20.parse:(Ljava/lang/Object;Ljava/lang/Object;)V,2504,com/usps/evs/vo/ManifestDetailRawLineV20Vo.getOverlabelNumber:()Ljava/lang/String;,
urle514e161fe_pericodiaz89_NextGen_tgz-pJ8-lib_json_TestJ8,lib/json/JSONObject.getDouble:(Ljava/lang/String;)D,52,lib/json/JSONObject.quote:(Ljava/lang/String;)Ljava/lang/String;,
