Program: axion
False Negatives: 929
org/axiondb/tools/Console.cleanUp:()V,20,org/axiondb/jdbc/BaseAxionStatement.close:()V
org/axiondb/engine/commands/SelectCommand.processTable:(Lorg/axiondb/TableIdentifier;Lorg/axiondb/Database;Lorg/axiondb/ColumnIdentifier;I)Lorg/axiondb/RowIterator;,120,org/axiondb/engine/TransactableTableImpl.getIndexedRows:(Lorg/axiondb/WhereNode;Z)Lorg/axiondb/RowIterator;
org/axiondb/engine/TransactableTableImpl.getIndexedRows:(Lorg/axiondb/WhereNode;Z)Lorg/axiondb/RowIterator;,8,org/axiondb/engine/TransactableTableImpl.getComparatorForWhereNode:(Lorg/axiondb/WhereNode;)Lorg/axiondb/RowComparator;
org/axiondb/engine/SnapshotIsolationTransaction.commit:()V,85,org/axiondb/engine/TransactableTableImpl.commit:()V
org/axiondb/engine/TransactableTableImpl.addRow:(Lorg/axiondb/Row;)V,30,org/axiondb/engine/TransactableTableImpl.checkConstraints:(Lorg/axiondb/event/RowEvent;)V
org/axiondb/engine/TransactableTableImpl.deleteRow:(Lorg/axiondb/Row;)V,13,org/axiondb/engine/TransactableTableImpl.checkConstraints:(Lorg/axiondb/event/RowEvent;)V
org/axiondb/engine/TransactableTableImpl.checkConstraints:(Lorg/axiondb/event/RowEvent;)V,3,org/axiondb/engine/TransactableTableImpl.checkConstraints:(Lorg/axiondb/event/RowEvent;Z)V
org/axiondb/engine/TransactableTableImpl.commit:()V,39,org/axiondb/engine/TransactableTableImpl.assertOpen:()V
org/axiondb/engine/TransactableTableImpl.getRowIterator:(Z)Lorg/axiondb/RowIterator;,45,org/axiondb/engine/TransactableTableImpl.excludeDeletedTransformUpdated:(Lorg/axiondb/RowIterator;)Lorg/axiondb/RowIterator;
org/axiondb/engine/TransactableTableImpl.getIndexedRows:(Lorg/axiondb/WhereNode;Z)Lorg/axiondb/RowIterator;,78,org/axiondb/engine/TransactableTableImpl.excludeDeletedAndUpdated:(Lorg/axiondb/RowIterator;)Lorg/axiondb/RowIterator;
org/axiondb/engine/TransactableTableImpl.getRowIterator:(Z)Lorg/axiondb/RowIterator;,5,org/axiondb/engine/TransactableTableImpl.hasUpdates:()Z
org/axiondb/engine/TransactableTableImpl.getIndexedRows:(Lorg/axiondb/WhereNode;Z)Lorg/axiondb/RowIterator;,50,org/axiondb/engine/TransactableTableImpl.hasUpdates:()Z
org/axiondb/engine/TransactableTableImpl.getIndexedRows:(Lorg/axiondb/WhereNode;Z)Lorg/axiondb/RowIterator;,131,org/axiondb/engine/TransactableTableImpl.hasUpdates:()Z
org/axiondb/engine/TransactableTableImpl.getRowIterator:(Z)Lorg/axiondb/RowIterator;,12,org/axiondb/engine/TransactableTableImpl.hasDeletes:()Z
org/axiondb/engine/TransactableTableImpl.getIndexedRows:(Lorg/axiondb/WhereNode;Z)Lorg/axiondb/RowIterator;,57,org/axiondb/engine/TransactableTableImpl.hasDeletes:()Z
org/axiondb/engine/TransactableTableImpl.getRowIterator:(Z)Lorg/axiondb/RowIterator;,19,org/axiondb/engine/TransactableTableImpl.hasInserts:()Z
org/axiondb/engine/TransactableTableImpl.getIndexedRows:(Lorg/axiondb/WhereNode;Z)Lorg/axiondb/RowIterator;,85,org/axiondb/engine/TransactableTableImpl.hasInserts:()Z
org/axiondb/engine/TransactableTableImpl$ExcludeDeleted.acceptable:(ILorg/axiondb/Row;)Z,4,org/axiondb/engine/TransactableTableImpl.access$200:(Lorg/axiondb/engine/TransactableTableImpl;)Lorg/apache/commons/collections/primitives/IntList;
org/axiondb/engine/SnapshotIsolationTransaction.remount:(Ljava/io/File;)V,5,org/axiondb/engine/DiskDatabase.remount:(Ljava/io/File;)V
org/axiondb/engine/commands/DeleteCommand.executeUpdate:(Lorg/axiondb/Database;)I,34,java/lang/StringBuffer.<init>:()V
org/axiondb/functions/FunctionIdentifier.toString:()Ljava/lang/String;,4,java/lang/StringBuffer.<init>:()V
org/axiondb/TableIdentifier.toString:()Ljava/lang/String;,4,java/lang/StringBuffer.<init>:()V
org/axiondb/ColumnIdentifier.toString:()Ljava/lang/String;,4,java/lang/StringBuffer.<init>:()V
org/axiondb/tools/Console.describeTable:(Ljava/lang/String;)V,4,java/lang/StringBuffer.<init>:()V
org/axiondb/BinaryBranchWhereNode.toString:()Ljava/lang/String;,4,java/lang/StringBuffer.<init>:()V
org/axiondb/engine/commands/SelectCommand.processFromTree:(Lorg/axiondb/FromNode;Lorg/axiondb/Database;)Lorg/axiondb/RowIterator;,306,java/lang/StringBuffer.<init>:()V
org/axiondb/engine/commands/SelectCommand.processFromTree:(Lorg/axiondb/FromNode;Lorg/axiondb/Database;)Lorg/axiondb/RowIterator;,454,java/lang/StringBuffer.<init>:()V
org/axiondb/LeafWhereNode.toString:()Ljava/lang/String;,4,java/lang/StringBuffer.<init>:()V
org/axiondb/engine/commands/InsertCommand.executeUpdate:(Lorg/axiondb/Database;)I,34,java/lang/StringBuffer.<init>:()V
org/axiondb/engine/commands/InsertCommand.executeUpdate:(Lorg/axiondb/Database;)I,192,java/lang/StringBuffer.<init>:()V
org/axiondb/engine/commands/InsertCommand.executeUpdate:(Lorg/axiondb/Database;)I,215,java/lang/StringBuffer.<init>:()V
org/axiondb/AxionException.<init>:(Ljava/lang/String;Ljava/lang/Throwable;)V,35,java/lang/StringBuffer.<init>:()V
org/axiondb/engine/BaseDiskTable.loadIndices:(Ljava/io/File;)V,16,java/lang/StringBuffer.append:(Ljava/lang/Object;)Ljava/lang/StringBuffer;
org/axiondb/engine/BaseDatabase.resolveSelectable:(Lorg/axiondb/Selectable;[Lorg/axiondb/TableIdentifier;)Lorg/axiondb/Selectable;,135,java/lang/StringBuffer.append:(Ljava/lang/Object;)Ljava/lang/StringBuffer;
org/axiondb/engine/commands/DeleteCommand.executeUpdate:(Lorg/axiondb/Database;)I,46,java/lang/StringBuffer.append:(Ljava/lang/Object;)Ljava/lang/StringBuffer;
org/axiondb/engine/BaseDatabase.addIndexType:(Ljava/lang/String;Lorg/axiondb/IndexFactory;)V,115,java/lang/StringBuffer.append:(Ljava/lang/Object;)Ljava/lang/StringBuffer;
org/axiondb/engine/BaseDatabase.resolveColumn:(Lorg/axiondb/ColumnIdentifier;[Lorg/axiondb/TableIdentifier;)Lorg/axiondb/Selectable;,199,java/lang/StringBuffer.append:(Ljava/lang/Object;)Ljava/lang/StringBuffer;
org/axiondb/engine/BaseDatabase.resolveColumn:(Lorg/axiondb/ColumnIdentifier;[Lorg/axiondb/TableIdentifier;)Lorg/axiondb/Selectable;,296,java/lang/StringBuffer.append:(Ljava/lang/Object;)Ljava/lang/StringBuffer;
org/axiondb/engine/BaseDatabase.resolveExpression:(Lorg/axiondb/expression/ExpressionIdentifier;[Lorg/axiondb/TableIdentifier;)Lorg/axiondb/expression/Expression;,17,java/lang/StringBuffer.append:(Ljava/lang/Object;)Ljava/lang/StringBuffer;
org/axiondb/functions/FunctionIdentifier.toString:()Ljava/lang/String;,23,java/lang/StringBuffer.append:(Ljava/lang/Object;)Ljava/lang/StringBuffer;
org/axiondb/BinaryBranchWhereNode.toString:()Ljava/lang/String;,20,java/lang/StringBuffer.append:(Ljava/lang/Object;)Ljava/lang/StringBuffer;
org/axiondb/BinaryBranchWhereNode.toString:()Ljava/lang/String;,53,java/lang/StringBuffer.append:(Ljava/lang/Object;)Ljava/lang/StringBuffer;
org/axiondb/engine/commands/SelectCommand.processFromTree:(Lorg/axiondb/FromNode;Lorg/axiondb/Database;)Lorg/axiondb/RowIterator;,315,java/lang/StringBuffer.append:(Ljava/lang/Object;)Ljava/lang/StringBuffer;
org/axiondb/engine/commands/SelectCommand.processFromTree:(Lorg/axiondb/FromNode;Lorg/axiondb/Database;)Lorg/axiondb/RowIterator;,463,java/lang/StringBuffer.append:(Ljava/lang/Object;)Ljava/lang/StringBuffer;
org/axiondb/LeafWhereNode.toString:()Ljava/lang/String;,13,java/lang/StringBuffer.append:(Ljava/lang/Object;)Ljava/lang/StringBuffer;
org/axiondb/LeafWhereNode.toString:()Ljava/lang/String;,22,java/lang/StringBuffer.append:(Ljava/lang/Object;)Ljava/lang/StringBuffer;
org/axiondb/LeafWhereNode.toString:()Ljava/lang/String;,31,java/lang/StringBuffer.append:(Ljava/lang/Object;)Ljava/lang/StringBuffer;
org/axiondb/engine/commands/InsertCommand.executeUpdate:(Lorg/axiondb/Database;)I,46,java/lang/StringBuffer.append:(Ljava/lang/Object;)Ljava/lang/StringBuffer;
org/axiondb/engine/commands/InsertCommand.executeUpdate:(Lorg/axiondb/Database;)I,225,java/lang/StringBuffer.append:(Ljava/lang/Object;)Ljava/lang/StringBuffer;
org/axiondb/engine/commands/InsertCommand.executeUpdate:(Lorg/axiondb/Database;)I,262,java/lang/StringBuffer.append:(Ljava/lang/Object;)Ljava/lang/StringBuffer;
org/axiondb/engine/commands/InsertCommand.executeUpdate:(Lorg/axiondb/Database;)I,272,java/lang/StringBuffer.append:(Ljava/lang/Object;)Ljava/lang/StringBuffer;
org/axiondb/engine/BaseDiskTable.loadIndices:(Ljava/io/File;)V,12,java/lang/StringBuffer.append:(Ljava/lang/String;)Ljava/lang/StringBuffer;
org/axiondb/engine/BaseDiskTable.loadIndices:(Ljava/io/File;)V,57,java/lang/StringBuffer.append:(Ljava/lang/String;)Ljava/lang/StringBuffer;
org/axiondb/engine/BaseDiskTable.loadIndices:(Ljava/io/File;)V,63,java/lang/StringBuffer.append:(Ljava/lang/String;)Ljava/lang/StringBuffer;
org/axiondb/engine/BaseDiskTable.loadIndices:(Ljava/io/File;)V,103,java/lang/StringBuffer.append:(Ljava/lang/String;)Ljava/lang/StringBuffer;
org/axiondb/engine/BaseDiskTable.loadIndices:(Ljava/io/File;)V,108,java/lang/StringBuffer.append:(Ljava/lang/String;)Ljava/lang/StringBuffer;
org/axiondb/engine/BaseDiskTable.loadIndices:(Ljava/io/File;)V,259,java/lang/StringBuffer.append:(Ljava/lang/String;)Ljava/lang/StringBuffer;
org/axiondb/engine/BaseDiskTable.loadIndices:(Ljava/io/File;)V,265,java/lang/StringBuffer.append:(Ljava/lang/String;)Ljava/lang/StringBuffer;
org/axiondb/engine/BaseDiskTable.loadIndices:(Ljava/io/File;)V,270,java/lang/StringBuffer.append:(Ljava/lang/String;)Ljava/lang/StringBuffer;
org/axiondb/engine/BaseDatabase.resolveSelectable:(Lorg/axiondb/Selectable;[Lorg/axiondb/TableIdentifier;)Lorg/axiondb/Selectable;,131,java/lang/StringBuffer.append:(Ljava/lang/String;)Ljava/lang/StringBuffer;
org/axiondb/engine/commands/DeleteCommand.executeUpdate:(Lorg/axiondb/Database;)I,39,java/lang/StringBuffer.append:(Ljava/lang/String;)Ljava/lang/StringBuffer;
org/axiondb/engine/commands/DeleteCommand.executeUpdate:(Lorg/axiondb/Database;)I,51,java/lang/StringBuffer.append:(Ljava/lang/String;)Ljava/lang/StringBuffer;
org/axiondb/engine/BaseDatabase.resolveColumn:(Lorg/axiondb/ColumnIdentifier;[Lorg/axiondb/TableIdentifier;)Lorg/axiondb/Selectable;,192,java/lang/StringBuffer.append:(Ljava/lang/String;)Ljava/lang/StringBuffer;
org/axiondb/engine/BaseDatabase.resolveColumn:(Lorg/axiondb/ColumnIdentifier;[Lorg/axiondb/TableIdentifier;)Lorg/axiondb/Selectable;,205,java/lang/StringBuffer.append:(Ljava/lang/String;)Ljava/lang/StringBuffer;
org/axiondb/engine/BaseDatabase.resolveColumn:(Lorg/axiondb/ColumnIdentifier;[Lorg/axiondb/TableIdentifier;)Lorg/axiondb/Selectable;,292,java/lang/StringBuffer.append:(Ljava/lang/String;)Ljava/lang/StringBuffer;
org/axiondb/engine/BaseDatabase.resolveExpression:(Lorg/axiondb/expression/ExpressionIdentifier;[Lorg/axiondb/TableIdentifier;)Lorg/axiondb/expression/Expression;,13,java/lang/StringBuffer.append:(Ljava/lang/String;)Ljava/lang/StringBuffer;
org/axiondb/functions/FunctionIdentifier.toString:()Ljava/lang/String;,11,java/lang/StringBuffer.append:(Ljava/lang/String;)Ljava/lang/StringBuffer;
org/axiondb/functions/FunctionIdentifier.toString:()Ljava/lang/String;,16,java/lang/StringBuffer.append:(Ljava/lang/String;)Ljava/lang/StringBuffer;
org/axiondb/functions/FunctionIdentifier.toString:()Ljava/lang/String;,28,java/lang/StringBuffer.append:(Ljava/lang/String;)Ljava/lang/StringBuffer;
org/axiondb/TableIdentifier.toString:()Ljava/lang/String;,13,java/lang/StringBuffer.append:(Ljava/lang/String;)Ljava/lang/StringBuffer;
org/axiondb/TableIdentifier.toString:()Ljava/lang/String;,27,java/lang/StringBuffer.append:(Ljava/lang/String;)Ljava/lang/StringBuffer;
org/axiondb/TableIdentifier.toString:()Ljava/lang/String;,36,java/lang/StringBuffer.append:(Ljava/lang/String;)Ljava/lang/StringBuffer;
org/axiondb/engine/BaseDiskTable$1.accept:(Ljava/io/File;Ljava/lang/String;)Z,30,java/lang/StringBuffer.append:(Ljava/lang/String;)Ljava/lang/StringBuffer;
